date,open,high,low,close,volume
2022-02-24,180.7552,183.9671,177.9961,178.454,8347329.0
2022-02-25,178.454,179.8916,174.0199,177.1358,13234738.0
2022-02-28,177.1358,181.6367,174.3432,175.5966,8603953.0
2022-03-01,175.5966,175.894,174.3028,175.0783,11194414.0
2022-03-02,175.0783,178.0244,170.2966,176.3356,16101536.0
2022-03-03,176.3356,177.8722,175.3561,176.9742,11575943.0
2022-03-04,176.9742,179.9715,173.2038,179.3364,9785993.0
2022-03-07,179.3364,180.6902,174.4814,178.3909,6745839.0
2022-03-08,178.3909,182.0962,176.5945,178.4846,6607986.0
2022-03-09,178.4846,183.4108,177.9983,183.2442,7402862.0
2022-03-10,183.2442,183.624,179.005,183.0182,6110780.0
2022-03-11,183.0182,186.2152,175.1438,179.5179,6889036.0
2022-03-14,179.5179,185.39,175.8271,183.365,6207631.0
2022-03-15,183.365,185.1381,172.8185,177.9451,6034842.0
2022-03-16,177.9451,184.1556,176.079,182.3475,9122598.0
2022-03-17,182.3475,186.0997,177.6571,184.7366,11319011.0
2022-03-18,184.7366,191.2105,174.9685,180.1219,12111290.0
2022-03-21,180.1219,183.7354,171.7701,178.3947,6650784.0
2022-03-22,178.3947,182.7466,177.2064,180.1101,11719372.0
2022-03-23,180.1101,191.6929,177.6871,179.603,10595051.0
2022-03-24,179.603,183.1535,175.2721,182.9471,16922281.0
2022-03-25,182.9471,186.2363,180.0383,186.0138,5880133.0
2022-03-28,186.0138,189.4558,178.407,180.7916,10910920.0
2022-03-29,180.7916,181.2542,179.2336,180.2783,10413399.0
2022-03-30,180.2783,187.7266,177.0027,183.1373,6113788.0
2022-03-31,183.1373,193.8045,181.6678,188.9407,8943649.0
2022-04-01,188.9407,189.1535,183.9664,185.7995,4349874.0
2022-04-04,185.7995,193.949,185.4782,190.9392,6906107.0
2022-04-05,190.9392,194.9833,188.4181,192.2001,8883426.0
2022-04-06,192.2001,196.1483,191.9798,192.2457,10116869.0
2022-04-07,192.2457,200.1955,190.4876,200.1575,10240754.0
2022-04-08,200.1575,207.928,198.6368,199.9054,8248862.0
2022-04-11,199.9054,203.6765,196.9868,203.3543,9354207.0
2022-04-12,203.3543,204.4005,196.8221,201.4114,10168228.0
2022-04-13,201.4114,206.8122,198.9242,200.6938,10288066.0
2022-04-14,200.6938,202.7847,194.2815,200.8884,10354521.0
2022-04-15,200.8884,206.0077,197.8862,202.2792,7821864.0
2022-04-18,202.2792,207.2925,201.117,205.2787,6806792.0
2022-04-19,205.2787,206.243,205.0652,206.1257,11428508.0
2022-04-20,206.1257,209.6862,202.7002,205.9962,6236562.0
2022-04-21,205.9962,208.9356,199.6743,204.972,6749389.0
2022-04-22,204.972,213.677,202.6533,209.584,5911337.0
2022-04-25,209.584,217.8343,205.5981,206.0022,8939469.0
2022-04-26,206.0022,210.8488,200.4259,204.2807,11174800.0
2022-04-27,204.2807,204.4416,197.4306,198.581,11531487.0
2022-04-28,198.581,212.1838,196.9306,204.3954,10790116.0
2022-04-29,204.3954,210.1925,193.3569,205.9599,5145887.0
2022-05-02,205.9599,210.216,199.4911,203.4836,12928426.0
2022-05-03,203.4836,204.7082,197.0507,202.2123,11567077.0
2022-05-04,202.2123,205.5622,200.8577,203.8323,7923813.0
2022-05-05,203.8323,208.949,200.0632,200.4332,4521379.0
2022-05-06,200.4332,204.8264,200.3563,204.6809,9290547.0
2022-05-09,204.6809,210.7733,195.7823,196.9821,7722601.0
2022-05-10,196.9821,199.653,192.8337,197.6407,6052142.0
2022-05-11,197.6407,200.0948,191.0851,192.3832,5320298.0
2022-05-12,192.3832,194.2542,184.0598,190.1687,7383763.0
2022-05-13,190.1687,197.1433,186.0958,195.387,8090213.0
2022-05-16,195.387,196.7671,193.6176,193.7806,16694302.0
2022-05-17,193.7806,197.7845,191.3839,195.4508,10042739.0
2022-05-18,195.4508,198.7784,191.7485,198.4379,8101288.0
2022-05-19,198.4379,199.3196,195.3189,197.4969,14556923.0
2022-05-20,197.4969,202.898,196.119,200.8339,8931345.0
2022-05-23,200.8339,203.4178,198.7031,198.7886,4010309.0
2022-05-24,198.7886,202.2683,196.0087,201.3871,14223466.0
2022-05-25,201.3871,205.1866,190.7561,196.339,9264582.0
2022-05-26,196.339,197.6752,195.5678,196.7503,9878018.0
2022-05-27,196.7503,212.524,190.3581,205.733,6871496.0
2022-05-30,205.733,206.0191,204.9654,205.726,7032616.0
2022-05-31,205.726,210.6881,204.8205,208.5977,7670253.0
2022-06-01,208.5977,210.8754,207.4749,210.6992,9247210.0
2022-06-02,210.6992,216.1329,207.7074,211.3248,7512796.0
2022-06-03,211.3248,213.6724,208.465,210.077,9763382.0
2022-06-06,210.077,214.5409,209.5839,212.7548,10811652.0
2022-06-07,212.7548,214.964,209.1596,210.4197,11178028.0
2022-06-08,210.4197,211.5168,204.0483,208.1953,10127529.0
2022-06-09,208.1953,221.337,207.1517,211.2659,9871167.0
2022-06-10,211.2659,217.7788,209.3298,215.6601,13745751.0
2022-06-13,215.6601,225.3606,213.721,221.7097,8045516.0
2022-06-14,221.7097,224.178,220.4769,221.3694,5340772.0
2022-06-15,221.3694,222.7034,211.42,219.6817,6515599.0
2022-06-16,219.6817,225.0661,210.8537,219.8416,7530520.0
2022-06-17,219.8416,223.3842,216.8079,217.7434,4233140.0
2022-06-20,217.7434,218.2857,202.8429,210.1227,6399641.0
2022-06-21,210.1227,214.0528,205.7254,213.8064,7256032.0
2022-06-22,213.8064,215.6095,211.6023,212.5206,10675946.0
2022-06-23,212.5206,215.976,211.31,212.4885,9519429.0
2022-06-24,212.4885,212.552,202.587,206.4416,6147201.0
2022-06-27,206.4416,212.8397,203.972,208.3083,6148428.0
2022-06-28,208.3083,208.771,201.8323,203.0281,5244550.0
2022-06-29,203.0281,204.2892,194.6849,194.9784,8384789.0
2022-06-30,194.9784,199.9242,190.66,196.2971,8138323.0
2022-07-01,196.2971,197.3812,189.2581,190.3769,15104961.0
2022-07-04,190.3769,194.1986,184.195,184.2136,11285525.0
2022-07-05,184.2136,190.4244,183.86,184.729,9945155.0
2022-07-06,184.729,184.7501,178.4792,179.5375,6702347.0
2022-07-07,179.5375,185.8203,178.199,183.4942,12762494.0
2022-07-08,183.4942,186.4738,179.4174,182.509,6672763.0
2022-07-11,182.509,186.6017,179.2531,181.067,9312953.0
2022-07-12,181.067,189.682,178.2622,180.5362,7969510.0
2022-07-13,180.5362,184.8198,175.83,181.5375,8591173.0
2022-07-14,181.5375,187.6943,181.4406,181.5404,7989385.0
2022-07-15,181.5404,182.6079,177.6142,181.6073,7571730.0
2022-07-18,181.6073,183.5052,178.1243,180.2974,7384015.0
2022-07-19,180.2974,183.4908,175.0824,178.2608,10852807.0
2022-07-20,178.2608,181.9535,175.2378,179.7829,12085387.0
2022-07-21,179.7829,185.1953,176.7631,179.8258,9714095.0
2022-07-22,179.8258,181.9532,177.544,180.57,8123240.0
2022-07-25,180.57,181.1469,175.8066,180.7152,5751998.0
2022-07-26,180.7152,182.9868,180.4937,181.5377,10074950.0
2022-07-27,181.5377,184.4013,175.2599,184.1478,4828367.0
2022-07-28,184.1478,187.4174,182.6565,184.6949,9756354.0
2022-07-29,184.6949,189.7722,180.768,184.0106,6229735.0
2022-08-01,184.0106,187.4114,178.8328,183.2421,11792103.0
2022-08-02,183.2421,186.9994,178.6506,183.5574,6555175.0
2022-08-03,183.5574,190.5995,180.4989,183.8754,7621565.0
2022-08-04,183.8754,191.1249,183.1335,188.4096,9254499.0
2022-08-05,188.4096,192.192,184.3603,186.4745,8456085.0
2022-08-08,186.4745,186.989,185.4561,185.6652,9854461.0
2022-08-09,185.6652,195.7441,180.9598,192.0945,9919409.0
2022-08-10,192.0945,193.5216,184.6898,190.9327,17670028.0
2022-08-11,190.9327,192.6525,180.9002,190.4761,10303757.0
2022-08-12,190.4761,197.0537,188.7584,194.2578,7167547.0
2022-08-15,194.2578,197.1019,192.9427,196.6265,7659735.0
2022-08-16,196.6265,201.4111,194.4513,196.6086,9125464.0
2022-08-17,196.6086,202.4049,195.377,201.0379,6325755.0
2022-08-18,201.0379,209.7183,194.6704,204.3406,5545269.0
2022-08-19,204.3406,210.6086,199.6766,200.457,15361389.0
2022-08-22,200.457,202.1469,193.6752,196.9721,5429142.0
2022-08-23,196.9721,199.5447,195.8432,197.1811,5000600.0
2022-08-24,197.1811,201.9385,196.8879,198.0375,18065675.0
2022-08-25,198.0375,201.4951,191.1577,201.4138,13551008.0
2022-08-26,201.4138,209.8842,198.4483,208.5219,9530400.0
2022-08-29,208.5219,212.7859,198.9812,211.7507,4059914.0
2022-08-30,211.7507,215.5485,204.0872,209.261,10498117.0
2022-08-31,209.261,214.8657,203.5118,204.6373,6716201.0
2022-09-01,204.6373,210.767,203.2381,210.3478,11019852.0
2022-09-02,210.3478,217.1866,203.2585,215.7399,9081992.0
2022-09-05,215.7399,219.3239,210.1748,219.0514,8639875.0
2022-09-06,219.0514,219.3178,214.7921,215.5292,5189551.0
2022-09-07,215.5292,226.4784,214.44,220.2664,8309780.0
2022-09-08,220.2664,225.2057,217.6198,223.6297,5519146.0
2022-09-09,223.6297,223.8792,217.2095,222.7134,10610434.0
2022-09-12,222.7134,224.6514,220.8509,224.0727,10443216.0
2022-09-13,224.0727,226.2343,217.3238,224.5036,9830829.0
2022-09-14,224.5036,228.7912,214.6329,220.8118,9748163.0
2022-09-15,220.8118,223.0056,217.7237,221.5683,5670631.0
2022-09-16,221.5683,226.3937,217.3049,222.793,8296992.0
2022-09-19,222.793,227.8892,217.3473,227.715,10957309.0
2022-09-20,227.715,230.8381,222.4866,223.2495,14747483.0
2022-09-21,223.2495,229.2124,220.875,222.5251,9247446.0
2022-09-22,222.5251,230.47,213.9861,228.4821,8410499.0
2022-09-23,228.4821,240.1286,223.7925,238.7142,10578238.0
2022-09-26,238.7142,243.2396,228.5885,231.7258,12914269.0
2022-09-27,231.7258,232.261,226.284,232.118,16284030.0
2022-09-28,232.118,238.0172,230.0228,236.6749,11491899.0
2022-09-29,236.6749,239.9836,233.5678,233.7741,5855467.0
2022-09-30,233.7741,234.4322,225.346,232.0525,5877194.0
2022-10-03,232.0525,234.1258,225.349,231.506,15877205.0
2022-10-04,231.506,235.411,231.1338,232.6898,8727633.0
2022-10-05,232.6898,235.6209,224.0813,226.6485,10604661.0
2022-10-06,226.6485,237.8799,226.1996,233.4912,5819445.0
2022-10-07,233.4912,237.1357,233.1334,236.8749,7386310.0
2022-10-10,236.8749,237.3237,228.4645,235.1148,9499637.0
2022-10-11,235.1148,235.4433,225.9634,232.9118,6037150.0
2022-10-12,232.9118,248.4431,231.2465,247.8959,9461208.0
2022-10-13,247.8959,254.4912,244.1717,250.5198,9137216.0
2022-10-14,250.5198,251.8358,249.3186,251.059,13044141.0
2022-10-17,251.059,253.4639,241.4934,244.2421,6836788.0
2022-10-18,244.2421,244.6765,241.046,243.1508,5926728.0
2022-10-19,243.1508,246.5006,239.2165,241.2871,8486378.0
2022-10-20,241.2871,244.5234,239.406,239.664,8937242.0
2022-10-21,239.664,249.4836,239.2799,246.579,12012374.0
2022-10-24,246.579,247.1696,244.6195,246.3796,5743583.0
2022-10-25,246.3796,250.859,241.2117,246.3031,8981856.0
2022-10-26,246.3031,250.4841,241.3875,244.3675,10868306.0
2022-10-27,244.3675,254.7749,238.294,246.7159,5445730.0
2022-10-28,246.7159,250.6721,239.3322,249.02,12800695.0
2022-10-31,249.02,255.8936,247.0682,251.0371,6903916.0
2022-11-01,251.0371,263.7516,250.5157,258.6514,8921123.0
2022-11-02,258.6514,269.1423,251.0017,266.7821,6768654.0
2022-11-03,266.7821,275.6421,261.7977,266.5317,9612073.0
2022-11-04,266.5317,272.0738,259.7569,266.7383,6491977.0
2022-11-07,266.7383,267.333,260.3803,260.6736,7283547.0
2022-11-08,260.6736,268.9383,259.4901,263.6826,10760781.0
2022-11-09,263.6826,270.1662,260.6362,266.2562,6614850.0
2022-11-10,266.2562,276.5649,264.2657,272.0115,14900282.0
2022-11-11,272.0115,276.492,271.9909,275.698,7299933.0
2022-11-14,275.698,279.3056,273.6094,274.9969,9531903.0
2022-11-15,274.9969,275.4061,266.3142,268.1489,10341000.0
2022-11-16,268.1489,282.4771,262.5403,270.7574,10599256.0
2022-11-17,270.7574,274.413,261.1167,267.7194,7046024.0
2022-11-18,267.7194,272.2549,265.6675,265.739,17904718.0
2022-11-21,265.739,269.0486,263.0296,264.6937,11563536.0
2022-11-22,264.6937,270.307,261.2298,267.6568,8975051.0
2022-11-23,267.6568,278.0375,261.7437,269.7399,9710781.0
2022-11-24,269.7399,270.8496,268.2368,270.3494,14694221.0
2022-11-25,270.3494,270.5951,263.1569,268.0036,7218524.0
2022-11-28,268.0036,268.9689,261.2513,267.126,15031330.0
2022-11-29,267.126,281.8783,266.8808,272.2773,5793587.0
2022-11-30,272.2773,278.5358,268.218,276.2249,9120560.0
2022-12-01,276.2249,282.3442,275.6717,282.3131,8510477.0
2022-12-02,282.3131,301.1353,278.9426,289.787,4182440.0
2022-12-05,289.787,306.5647,288.8476,303.2479,7842507.0
2022-12-06,303.2479,305.6274,301.3465,304.8123,4455507.0
2022-12-07,304.8123,305.8026,294.9754,303.865,7865443.0
2022-12-08,303.865,310.7882,298.191,299.6277,8843378.0
2022-12-09,299.6277,304.9417,291.1986,292.4253,12503444.0
2022-12-12,292.4253,296.9314,282.6001,288.3494,11077102.0
2022-12-13,288.3494,291.3315,284.1944,286.2636,8530259.0
2022-12-14,286.2636,292.1246,281.082,291.5401,4461351.0
2022-12-15,291.5401,296.6707,285.4055,287.1591,6947855.0
2022-12-16,287.1591,288.8291,274.6129,281.6496,9719736.0
2022-12-19,281.6496,288.9273,280.3157,286.1752,8711044.0
2022-12-20,286.1752,286.938,277.3296,281.4949,6086660.0
2022-12-21,281.4949,292.0622,278.7798,288.6555,5607172.0
2022-12-22,288.6555,289.3128,275.6965,280.4066,8503088.0
2022-12-23,280.4066,284.9001,271.1389,274.4463,10769573.0
2022-12-26,274.4463,274.6724,270.3382,271.5495,6803237.0
2022-12-27,271.5495,271.7541,270.3201,270.3461,6540111.0
2022-12-28,270.3461,271.3787,269.1604,270.533,8899569.0
2022-12-29,270.533,272.5541,264.2808,269.8508,14867712.0
2022-12-30,269.8508,280.1007,262.1675,269.9001,6136165.0
2023-01-02,269.9001,276.53,256.3891,261.6519,7195437.0
2023-01-03,261.6519,271.0955,260.226,270.3677,7062873.0
2023-01-04,270.3677,272.5463,261.5127,265.4167,15195736.0
2023-01-05,265.4167,269.7205,257.4735,265.9567,6744576.0
2023-01-06,265.9567,272.033,260.3263,265.8147,8190611.0
2023-01-09,265.8147,275.3783,254.9623,273.4925,11926445.0
2023-01-10,273.4925,277.3373,268.2776,277.1951,12939107.0
2023-01-11,277.1951,281.2773,268.5546,272.2401,12094302.0
2023-01-12,272.2401,275.9304,267.1442,274.2439,9178351.0
2023-01-13,274.2439,282.64,271.9138,273.1249,11749631.0
2023-01-16,273.1249,287.5465,271.7716,274.5685,7759156.0
2023-01-17,274.5685,274.5713,262.7067,270.2982,9027419.0
2023-01-18,270.2982,274.4117,265.3171,274.1935,9615061.0
2023-01-19,274.1935,277.0251,266.1369,270.012,5699841.0
2023-01-20,270.012,284.0276,269.9049,279.0036,7112822.0
2023-01-23,279.0036,285.8312,272.4926,283.3074,8705251.0
2023-01-24,283.3074,289.1985,279.9977,282.8402,10550181.0
2023-01-25,282.8402,287.9048,279.3983,283.9002,4791289.0
2023-01-26,283.9002,288.6138,282.9916,287.9065,5861954.0
2023-01-27,287.9065,289.0406,280.491,288.9847,5901112.0
2023-01-30,288.9847,290.5537,278.871,282.9867,10691362.0
2023-01-31,282.9867,288.6608,278.1242,288.5713,6864827.0
2023-02-01,288.5713,297.7779,268.5405,280.4585,9601516.0
2023-02-02,280.4585,282.3176,272.9118,277.4491,6037331.0
2023-02-03,277.4491,280.3828,265.7854,278.852,7816813.0
2023-02-06,278.852,282.2863,269.0888,276.3757,7752383.0
2023-02-07,276.3757,282.4173,272.1255,281.0084,9258290.0
2023-02-08,281.0084,289.4324,273.5478,289.0373,7840090.0
2023-02-09,289.0373,299.7538,279.1602,288.2899,16372183.0
2023-02-10,288.2899,294.6981,281.6415,294.4307,9071771.0
2023-02-13,294.4307,296.0499,292.5552,293.0461,5475319.0
2023-02-14,293.0461,294.9166,287.1221,287.8858,8213848.0
2023-02-15,287.8858,289.5324,277.6196,281.6393,7330250.0
2023-02-16,281.6393,288.4784,276.0165,285.3472,9058184.0
2023-02-17,285.3472,305.9026,282.859,300.9542,10379089.0
2023-02-20,300.9542,302.357,290.469,299.8379,9990532.0
2023-02-21,299.8379,306.2249,292.1117,301.9937,8423136.0
2023-02-22,301.9937,306.3492,287.3486,305.9959,10342460.0
2023-02-23,305.9959,310.6951,299.7046,310.2227,4075779.0
2023-02-24,310.2227,324.1068,294.0003,304.7649,8625226.0
2023-02-27,304.7649,306.4293,291.9631,298.9415,9207891.0
2023-02-28,298.9415,314.3741,292.7103,305.5331,8043004.0
2023-03-01,305.5331,317.5267,304.41,305.1542,5085669.0
2023-03-02,305.1542,307.0461,303.1634,304.9715,6243774.0
2023-03-03,304.9715,309.9651,303.2375,305.4765,4677820.0
2023-03-06,305.4765,310.1334,293.8508,299.0953,5864607.0
2023-03-07,299.0953,314.9193,298.8733,302.9468,7126369.0
2023-03-08,302.9468,303.1979,295.9278,299.7656,6056780.0
2023-03-09,299.7656,308.3504,298.7457,299.9901,9007847.0
2023-03-10,299.9901,301.2535,297.4698,297.8461,11506882.0
2023-03-13,297.8461,311.279,287.3751,294.2588,7228753.0
2023-03-14,294.2588,296.4533,285.031,295.0518,10917536.0
2023-03-15,295.0518,302.7265,293.4379,299.2218,9963765.0
2023-03-16,299.2218,303.5652,292.321,293.6429,7356804.0
2023-03-17,293.6429,293.8881,287.2792,287.8777,7206757.0
2023-03-20,287.8777,291.4853,280.619,290.8512,15542156.0
2023-03-21,290.8512,293.5354,272.9567,273.8851,10306272.0
2023-03-22,273.8851,282.2311,270.9911,273.519,9439561.0
2023-03-23,273.519,278.5828,263.9046,265.8704,13533743.0
2023-03-24,265.8704,268.8495,265.6127,266.1963,6410824.0
2023-03-27,266.1963,273.3307,255.1446,272.2372,11475591.0
2023-03-28,272.2372,279.6466,267.726,272.4142,12006431.0
2023-03-29,272.4142,276.3287,267.9641,276.2982,10728053.0
2023-03-30,276.2982,283.6039,272.5169,280.7379,9321112.0
2023-03-31,280.7379,285.8126,267.4103,277.553,3655796.0
2023-04-03,277.553,278.2961,271.7632,273.1999,4969113.0
2023-04-04,273.1999,288.4835,272.531,279.9052,6201317.0
2023-04-05,279.9052,282.2666,278.5921,278.685,9928191.0
2023-04-06,278.685,297.189,276.6405,285.4137,12554688.0
2023-04-07,285.4137,292.959,279.1717,288.5133,8540100.0
2023-04-10,288.5133,298.6543,288.0756,291.0549,10017338.0
2023-04-11,291.0549,304.2193,288.1248,301.1225,9146613.0
2023-04-12,301.1225,302.3271,295.7676,299.4574,7251717.0
2023-04-13,299.4574,303.6691,291.562,294.313,8073623.0
2023-04-14,294.313,295.3554,288.6735,292.9424,9456008.0
2023-04-17,292.9424,294.4105,290.7268,292.0452,7329831.0
2023-04-18,292.0452,302.7627,282.607,289.449,10697458.0
2023-04-19,289.449,297.2206,286.3797,291.2515,14266527.0
2023-04-20,291.2515,297.8713,286.6891,294.2012,15633215.0
2023-04-21,294.2012,299.9034,287.5291,293.7424,12055640.0
2023-04-24,293.7424,295.9356,279.1553,284.4238,5944777.0
2023-04-25,284.4238,289.2808,279.3404,289.0296,10929275.0
2023-04-26,289.0296,294.6431,279.2209,279.2954,13980729.0
2023-04-27,279.2954,284.1281,276.5511,283.9444,9250009.0
2023-04-28,283.9444,289.716,276.5791,278.4961,4230110.0
2023-05-01,278.4961,289.2275,273.3683,278.912,7133796.0
2023-05-02,278.912,281.1106,274.9397,280.5521,7159960.0
2023-05-03,280.5521,291.8586,279.1803,288.7106,6638813.0
2023-05-04,288.7106,303.702,284.6686,294.0028,8146875.0
2023-05-05,294.0028,298.6354,287.9362,295.1821,14638688.0
2023-05-08,295.1821,296.1153,282.7062,288.6985,11691296.0
2023-05-09,288.6985,295.834,281.6726,293.5281,6138184.0
2023-05-10,293.5281,296.5948,289.667,294.8822,10875427.0
2023-05-11,294.8822,303.7874,292.8035,296.1949,7610370.0
2023-05-12,296.1949,297.0027,290.3937,295.5892,6535210.0
2023-05-15,295.5892,303.8656,295.0953,300.8904,4026866.0
2023-05-16,300.8904,301.0294,286.937,297.3699,9905648.0
2023-05-17,297.3699,299.6889,285.593,292.6402,9357126.0
2023-05-18,292.6402,301.8593,286.9776,300.089,11117733.0
2023-05-19,300.089,306.7357,288.6473,302.1302,7792396.0
2023-05-22,302.1302,305.0643,295.6229,297.3807,9010818.0
2023-05-23,297.3807,313.5124,291.9752,303.4747,10688064.0
2023-05-24,303.4747,313.2403,299.3898,306.769,8455825.0
2023-05-25,306.769,308.3494,300.7048,304.9791,10845702.0
2023-05-26,304.9791,306.5252,300.4883,305.9115,10219831.0
2023-05-29,305.9115,311.131,295.0481,296.9768,10665777.0
2023-05-30,296.9768,305.0932,289.2908,300.207,10480243.0
2023-05-31,300.207,303.6999,291.0977,296.7129,7151828.0
2023-06-01,296.7129,314.441,295.1371,304.4644,11095019.0
2023-06-02,304.4644,318.3459,303.8427,308.2638,8695471.0
2023-06-05,308.2638,312.7487,306.2745,307.4213,12912144.0
2023-06-06,307.4213,308.5691,307.2269,307.9288,13335891.0
2023-06-07,307.9288,308.7524,303.5683,305.5639,12654146.0
2023-06-08,305.5639,312.4974,292.4819,296.9348,5879209.0
2023-06-09,296.9348,301.2402,285.3095,295.0674,9483685.0
2023-06-12,295.0674,298.0014,294.9777,295.0706,6910701.0
2023-06-13,295.0706,302.664,291.1738,297.9723,10253642.0
2023-06-14,297.9723,302.5268,295.1879,300.0648,8590335.0
2023-06-15,300.0648,307.2615,298.1495,299.8481,7333019.0
2023-06-16,299.8481,308.8929,292.5774,307.5155,10383375.0
2023-06-19,307.5155,311.7981,301.5447,303.8514,4697266.0
2023-06-20,303.8514,304.4187,299.5639,304.4122,7979837.0
2023-06-21,304.4122,306.4415,300.4112,305.649,8482376.0
2023-06-22,305.649,315.1282,293.7659,300.1938,11372952.0
2023-06-23,300.1938,313.9646,296.8897,308.1026,7846523.0
2023-06-26,308.1026,309.2124,301.922,305.3609,8330806.0
2023-06-27,305.3609,309.2443,294.2914,300.2244,10722589.0
2023-06-28,300.2244,306.88,296.1787,306.037,9310297.0
2023-06-29,306.037,307.0661,296.3592,297.4933,11265949.0
2023-06-30,297.4933,299.2418,296.4849,296.874,8216499.0
2023-07-03,296.874,312.6761,292.8585,306.5632,7578960.0
2023-07-04,306.5632,308.9937,303.9435,304.3862,9078479.0
2023-07-05,304.3862,311.2285,299.9191,301.7359,13208398.0
2023-07-06,301.7359,303.9176,300.6206,301.3486,13504825.0
2023-07-07,301.3486,301.426,298.0861,299.1173,8946910.0
2023-07-10,299.1173,307.1148,280.8952,290.1463,8006659.0
2023-07-11,290.1463,293.2195,285.0784,289.3364,9810171.0
2023-07-12,289.3364,294.9752,275.7112,281.5714,5382196.0
2023-07-13,281.5714,281.8779,273.3862,275.1569,6183175.0
2023-07-14,275.1569,275.9335,268.5668,270.9872,12296208.0
2023-07-17,270.9872,272.9831,267.6459,272.1387,17133509.0
2023-07-18,272.1387,281.524,267.2895,268.1544,8813089.0
2023-07-19,268.1544,274.8093,267.741,273.1326,10137583.0
2023-07-20,273.1326,285.0237,269.146,278.8311,7760417.0
2023-07-21,278.8311,288.9305,272.6862,280.8047,7992100.0
2023-07-24,280.8047,283.7637,278.8474,279.6041,11869702.0
2023-07-25,279.6041,298.21,277.518,289.4626,13010988.0
2023-07-26,289.4626,302.6806,278.6144,294.6447,14861111.0
2023-07-27,294.6447,297.4412,288.8756,289.4574,9210533.0
2023-07-28,289.4574,291.3177,280.515,287.3745,9496779.0
2023-07-31,287.3745,301.7786,282.0487,293.4491,12422201.0
2023-08-01,293.4491,296.6655,293.3111,296.2581,10052658.0
2023-08-02,296.2581,299.6084,282.6749,288.8231,5400276.0
2023-08-03,288.8231,292.3058,280.365,282.4981,7688383.0
2023-08-04,282.4981,293.2298,276.6225,288.2045,9409886.0
2023-08-07,288.2045,296.6991,282.6481,284.7532,11411682.0
2023-08-08,284.7532,286.2165,280.0428,280.6873,12865496.0
2023-08-09,280.6873,288.5574,279.1869,284.1002,9662317.0
2023-08-10,284.1002,288.0413,281.4495,286.6114,9301877.0
2023-08-11,286.6114,287.7248,278.9487,281.8109,7997924.0
2023-08-14,281.8109,285.1393,271.0107,283.2225,12527836.0
2023-08-15,283.2225,286.7747,272.6352,278.9253,8000684.0
2023-08-16,278.9253,294.2854,278.0844,286.375,11188739.0
2023-08-17,286.375,298.7561,282.4611,290.0489,12247743.0
2023-08-18,290.0489,290.8644,279.7292,283.9176,6965795.0
2023-08-21,283.9176,288.5322,274.1527,277.2675,13111687.0
2023-08-22,277.2675,286.2366,271.5821,278.1883,9753135.0
2023-08-23,278.1883,290.9808,274.6501,281.7182,10717566.0
2023-08-24,281.7182,288.4187,270.6917,278.432,6141998.0
