date,open,high,low,close,volume
2023-02-28,600.4815,606.7608,583.9258,593.0793,5723819.0
2023-03-01,593.0793,597.7991,583.0889,596.2452,7890899.0
2023-03-02,596.2452,596.4742,584.6686,593.7066,8277073.0
2023-03-03,593.7066,595.9999,577.8031,582.5232,11845749.0
2023-03-06,582.5232,587.1725,565.1866,577.2792,10012175.0
2023-03-07,577.2792,589.2836,575.9378,585.938,7328994.0
2023-03-08,585.938,594.8053,575.8391,594.5617,9124432.0
2023-03-09,594.5617,600.7444,590.5906,593.5059,10995881.0
2023-03-10,593.5059,603.2485,592.126,595.7596,9663637.0
2023-03-13,595.7596,602.4923,593.6872,599.107,11315406.0
2023-03-14,599.107,609.4482,596.4611,602.3903,8512021.0
2023-03-15,602.3903,629.2126,597.7324,618.5302,9315651.0
2023-03-16,618.5302,623.931,595.0294,605.3363,8867170.0
2023-03-17,605.3363,617.8116,587.9059,606.6407,9449982.0
2023-03-20,606.6407,609.7795,602.2879,606.241,5276320.0
2023-03-21,606.241,607.9422,595.3093,598.5406,6931489.0
2023-03-22,598.5406,602.3853,588.8483,589.4787,4478040.0
2023-03-23,589.4787,602.1888,585.5389,597.0874,8356459.0
2023-03-24,597.0874,604.6065,593.6525,594.4805,8302420.0
2023-03-27,594.4805,596.441,585.1149,591.146,6731524.0
2023-03-28,591.146,599.5416,585.6937,590.1149,9195224.0
2023-03-29,590.1149,599.1194,578.3315,586.6926,5729976.0
2023-03-30,586.6926,594.6736,585.0952,586.636,8617868.0
2023-03-31,586.636,588.3867,573.0268,574.0155,16135713.0
2023-04-03,574.0155,585.0486,571.1563,578.4365,7677675.0
2023-04-04,578.4365,587.8522,577.1118,583.0485,17507323.0
2023-04-05,583.0485,601.4267,576.017,587.4957,12675893.0
2023-04-06,587.4957,588.4701,576.5471,577.805,7193000.0
2023-04-07,577.805,580.5733,574.0132,574.5224,7743853.0
2023-04-10,574.5224,579.8039,557.0281,565.7306,8651976.0
2023-04-11,565.7306,582.6184,561.1345,580.757,15262129.0
2023-04-12,580.757,595.6784,580.6986,588.1978,11288788.0
2023-04-13,588.1978,604.2963,585.8467,599.3724,12304290.0
2023-04-14,599.3724,607.2477,572.7244,586.3286,8400863.0
2023-04-17,586.3286,595.9452,578.527,585.7427,12375050.0
2023-04-18,585.7427,595.5519,583.785,594.0609,8986977.0
2023-04-19,594.0609,600.3591,589.1186,592.0787,11190670.0
2023-04-20,592.0787,603.1334,588.4178,591.2224,9621431.0
2023-04-21,591.2224,601.1743,587.9718,590.7868,4783408.0
2023-04-24,590.7868,592.9504,583.3586,586.3646,5811079.0
2023-04-25,586.3646,594.0518,586.0241,591.6074,4478816.0
2023-04-26,591.6074,597.1816,591.5281,591.9021,6014848.0
2023-04-27,591.9021,602.6996,590.7366,594.4331,9179463.0
2023-04-28,594.4331,601.9878,586.2329,597.8066,11629701.0
2023-05-01,597.8066,603.6162,594.5838,600.1215,15504941.0
2023-05-02,600.1215,609.8259,590.5998,594.4777,13871194.0
2023-05-03,594.4777,607.0945,594.3546,604.8459,9539899.0
2023-05-04,604.8459,614.9967,603.3213,612.4902,6674936.0
2023-05-05,612.4902,624.251,596.7638,618.3514,11309386.0
2023-05-08,618.3514,624.4961,615.7892,616.4181,6301330.0
2023-05-09,616.4181,634.9284,613.2632,627.6544,17357793.0
2023-05-10,627.6544,628.6224,621.9701,623.973,6770436.0
2023-05-11,623.973,636.5572,613.2377,629.7098,5943344.0
2023-05-12,629.7098,638.133,613.3052,623.2819,10008097.0
2023-05-15,623.2819,629.2742,618.8277,623.0316,9858779.0
2023-05-16,623.0316,631.0185,610.7819,622.9167,11538847.0
2023-05-17,622.9167,631.8022,620.071,622.2213,13730130.0
2023-05-18,622.2213,639.2102,619.9109,631.0389,5888397.0
2023-05-19,631.0389,641.4987,630.435,632.4845,8556042.0
2023-05-22,632.4845,638.1124,623.5675,625.8346,5686742.0
2023-05-23,625.8346,629.2578,621.5181,624.0855,10325016.0
2023-05-24,624.0855,646.5363,616.0256,636.4213,8160540.0
2023-05-25,636.4213,637.7861,628.1619,631.0398,7715114.0
2023-05-26,631.0398,638.8048,626.0417,635.9808,10216914.0
2023-05-29,635.9808,637.6498,617.2173,626.3075,13360783.0
2023-05-30,626.3075,633.4474,622.8177,624.9496,5466721.0
2023-05-31,624.9496,627.249,623.2112,627.2017,5942978.0
2023-06-01,627.2017,643.3799,625.2266,629.5302,11817900.0
2023-06-02,629.5302,645.6876,629.2747,639.8357,9550432.0
2023-06-05,639.8357,653.0004,634.8586,644.7503,11209902.0
2023-06-06,644.7503,647.3456,634.7395,638.8196,7129693.0
2023-06-07,638.8196,646.9408,637.7022,639.2029,8053425.0
2023-06-08,639.2029,652.8128,636.413,641.0123,10458464.0
2023-06-09,641.0123,647.7068,637.6155,639.7119,7996438.0
2023-06-12,639.7119,641.2947,628.1787,631.3628,8236081.0
2023-06-13,631.3628,632.7745,625.9016,629.2727,9026297.0
2023-06-14,629.2727,636.9859,626.4547,627.3341,14066162.0
2023-06-15,627.3341,635.0646,626.8174,633.6975,8493514.0
2023-06-16,633.6975,634.4742,620.7084,632.5319,11093936.0
2023-06-19,632.5319,638.7637,619.9742,636.6504,13380978.0
2023-06-20,636.6504,651.7244,631.0747,650.3124,6115902.0
2023-06-21,650.3124,664.0073,645.0729,657.5155,10125252.0
2023-06-22,657.5155,660.0347,656.2153,656.3041,9040184.0
2023-06-23,656.3041,662.1334,653.5511,658.1744,6009431.0
2023-06-26,658.1744,675.0428,657.7301,667.935,6611482.0
2023-06-27,667.935,672.8856,660.2205,667.4469,13096377.0
2023-06-28,667.4469,680.0675,658.2935,659.4797,10769350.0
2023-06-29,659.4797,662.4808,640.9154,658.1769,9281800.0
2023-06-30,658.1769,668.6731,653.5848,662.1384,12154675.0
2023-07-03,662.1384,671.2253,658.4516,664.2596,12752423.0
2023-07-04,664.2596,667.4119,652.3405,660.423,6990631.0
2023-07-05,660.423,673.0984,653.8134,667.8088,13036848.0
2023-07-06,667.8088,669.4352,655.5435,657.7354,10298268.0
2023-07-07,657.7354,662.5943,640.9253,650.9825,9060916.0
2023-07-10,650.9825,655.5118,635.106,649.7469,8870439.0
2023-07-11,649.7469,650.2561,631.6347,634.7135,9912513.0
2023-07-12,634.7135,637.7413,624.7993,632.9853,10107685.0
2023-07-13,632.9853,640.0563,617.2551,631.591,10234008.0
2023-07-14,631.591,653.1705,622.7967,651.3431,9251254.0
2023-07-17,651.3431,659.6199,650.2619,654.0679,8050863.0
2023-07-18,654.0679,661.9525,646.9634,657.0978,6430243.0
2023-07-19,657.0978,662.7617,650.5376,661.3354,3835543.0
2023-07-20,661.3354,678.456,657.3618,665.1411,6755669.0
2023-07-21,665.1411,678.9543,663.9718,672.9743,8422074.0
2023-07-24,672.9743,677.2581,664.5482,666.9576,7710232.0
2023-07-25,666.9576,678.8216,666.7927,675.3028,7800898.0
2023-07-26,675.3028,696.663,665.4383,686.3682,14440705.0
2023-07-27,686.3682,693.8858,672.8092,685.1026,9352632.0
2023-07-28,685.1026,687.2647,661.9594,679.5685,9306268.0
2023-07-31,679.5685,688.1306,668.0973,670.621,9816987.0
2023-08-01,670.621,677.0678,661.9528,666.4469,6724389.0
2023-08-02,666.4469,666.486,654.3641,656.4559,9904697.0
2023-08-03,656.4559,671.0079,646.683,658.1491,6797403.0
2023-08-04,658.1491,670.5376,646.15,651.7608,8071842.0
2023-08-07,651.7608,652.1172,643.4112,649.0351,8522055.0
2023-08-08,649.0351,658.1119,640.1925,642.6371,6620448.0
2023-08-09,642.6371,656.1467,638.0378,647.5135,13376581.0
2023-08-10,647.5135,654.5098,636.2903,643.2658,8144916.0
2023-08-11,643.2658,644.0912,631.1215,633.9752,20111915.0
2023-08-14,633.9752,637.806,629.8622,637.0461,12709271.0
2023-08-15,637.0461,637.9902,621.6413,634.1125,9359614.0
2023-08-16,634.1125,644.9617,633.1689,644.2078,4994369.0
2023-08-17,644.2078,654.236,642.3032,643.9635,5918081.0
2023-08-18,643.9635,652.1653,638.7189,647.8234,9333496.0
2023-08-21,647.8234,658.6283,646.5945,658.1712,8328994.0
2023-08-22,658.1712,665.9839,648.3052,655.5209,16554487.0
2023-08-23,655.5209,670.2094,649.3383,661.5232,11710111.0
